event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC 204,michael bisping,dan henderson,Red,UFC Middleweight Title,1,Men,Decision - Unanimous,5,5,300,Yves Lavigne,0,119,335,0.35,130,348,0.37,0,0,0.0,0,0,1,30,9,45.0,185.42,83.91,190.5,Orthodox,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,2,81,220,0.36,87,227,0.38,1,4,0.25,0,0,103,32,15,53.0,180.34,83.91,187.96,Orthodox,2.44,2.7,0.47,0.52,0.51,0.57,0.3,1.52,-2,38,115,-0.01,43,121,-0.01,-1,-4,-0.25,0,0,-102,-2,-6,-8.0,5.079999999999984,0.0,2.539999999999992,1.89,0.01,-0.09,-0.09,0.14,0.06,0.0,-0.47
UFC 100,dan henderson,michael bisping,Red,Middleweight,0,Men,KO/TKO,2,3,200,Mario Yamasaki,1,29,98,0.29,29,98,0.3,0,0,0.0,0,0,27,32,15,53.0,180.34,83.91,187.96,Orthodox,2.44,2.7,0.47,0.52,0.51,0.57,0.3,1.52,0,22,109,0.2,22,109,0.2,0,1,0.0,0,0,6,30,9,45.0,185.42,83.91,190.5,Orthodox,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,1,7,-11,0.09,7,-11,0.1,0,-1,0.0,0,0,21,2,6,8.0,-5.08,0.0,-2.54,-1.89,-0.01,0.09,0.09,-0.14,-0.06,0.0,0.47
UFC 224,vitor belfort,lyoto machida,Blue,Middleweight,0,Men,KO/TKO,2,3,60,Marc Goddard,0,2,12,0.16,2,12,0.17,0,0,0.0,0,0,0,26,14,46.0,182.88,83.91,187.96,Southpaw,1.59,2.83,0.46,0.6,0.5,0.53,0.6,1.02,1,11,22,0.5,11,22,0.5,0,0,0.0,0,0,0,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,-1,-9,-10,-0.34,-9,-10,-0.33,0,0,0.0,0,0,0,2,6,1.0,-2.54,0.0,0.0,-1.0,1.26,-0.07,-0.05,-0.11,-0.22,0.1999999999999999,-0.19
UFC 175,chris weidman,lyoto machida,Red,UFC Middleweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,65,177,0.36,90,206,0.44,5,13,0.38,0,0,278,15,7,39.0,187.96,83.91,198.12,Orthodox,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,0,58,139,0.41,63,145,0.43,0,0,0.0,0,0,19,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,7,38,-0.05,27,61,0.01,5,13,0.38,0,0,259,-9,-1,-6.0,2.5400000000000205,0.0,10.159999999999997,0.3900000000000001,1.7,-0.1,-0.22,-0.11,-0.1,0.4,2.39
UFC Fight Night,lyoto machida,gegard mousasi,Red,Middleweight,0,Men,Decision - Unanimous,5,5,300,Mario Yamasaki,0,28,101,0.27,35,108,0.32,1,2,0.5,0,0,190,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,36,106,0.33,66,138,0.48,0,3,0.0,0,1,102,42,6,38.0,187.96,83.91,193.04,Orthodox,3.75,1.21,0.5,0.6,0.68,0.59,1.1,1.59,0,-8,-5,-0.06,-31,-30,-0.16,1,-1,0.5,0,-1,88,-18,2,7.0,-2.54,0.0,-5.08,-1.16,0.3600000000000001,0.03,0.05,-0.07,0.16,-0.7,-0.38
UFC 163,lyoto machida,phil davis,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,27,61,0.44,27,61,0.44,0,0,0.0,0,0,22,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,21,90,0.23,29,98,0.3,2,10,0.2,0,0,71,17,4,39.0,187.96,92.99,200.66,Orthodox,2.85,1.33,0.34,0.38,0.72,0.72,0.6,2.99,0,6,-29,0.21,-2,-37,0.14,-2,-10,-0.2,0,0,-49,7,4,6.0,-2.54,-9.08,-12.7,-0.26,0.24,0.19,0.27,-0.11,0.03,-0.2,-1.78
UFC 123,quinton jackson,lyoto machida,Red,Light Heavyweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,16,49,0.32,70,104,0.67,1,1,1.0,0,0,141,37,12,45.0,185.42,92.99,185.42,Orthodox,3.25,2.51,0.54,0.56,0.55,0.73,0.1,1.52,0,33,51,0.64,53,71,0.75,1,3,0.33,1,0,278,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,-17,-2,-0.32,17,33,-0.08,0,-2,0.6699999999999999,-1,0,-137,13,4,0.0,0.0,9.079999999999998,-2.54,0.6600000000000001,0.9399999999999996,0.01,-0.09,-0.06,-0.02,-0.3,0.31
UFC 113,lyoto machida,mauricio rua,Blue,UFC Light Heavyweight Title,1,Men,KO/TKO,1,5,215,Yves Lavigne,0,9,11,0.81,10,12,0.83,2,2,1.0,0,0,53,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,1,17,28,0.6,24,35,0.69,0,1,0.0,0,0,34,27,14,42.0,185.42,92.99,193.04,Orthodox,3.57,2.79,0.5,0.48,0.54,0.49,0.7,2.01,-1,-8,-17,0.21,-14,-23,0.14,2,1,1.0,0,0,19,-3,-6,3.0,0.0,-9.08,-5.08,-0.98,-1.22,0.03,0.17,0.07,0.26,-0.3,-0.8
UFC 104,lyoto machida,mauricio rua,Red,UFC Light Heavyweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,35,108,0.32,39,113,0.35,0,0,0.0,0,0,23,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,80,146,0.54,82,148,0.55,0,4,0.0,0,0,162,27,14,42.0,185.42,92.99,193.04,Orthodox,3.57,2.79,0.5,0.48,0.54,0.49,0.7,2.01,0,-45,-38,-0.22,-43,-35,-0.2,0,-4,0.0,0,0,-139,-3,-6,3.0,0.0,-9.08,-5.08,-0.98,-1.22,0.03,0.17,0.07,0.26,-0.3,-0.8
UFC 94,lyoto machida,thiago silva,Red,Light Heavyweight,0,Men,KO/TKO,1,3,299,Yves Lavigne,2,24,40,0.6,32,48,0.67,2,3,0.66,0,0,148,24,8,45.0,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,2,10,0.2,19,28,0.68,0,2,0.0,0,0,24,19,6,41.0,187.96,92.99,187.96,Orthodox,3.92,2.55,0.5,0.47,0.67,0.7,0.7,1.03,2,22,30,0.3999999999999999,13,20,-0.01,2,1,0.66,0,0,124,5,2,4.0,-2.54,-9.08,0.0,-1.33,-0.98,0.03,0.18,-0.06,0.05,-0.3,0.1799999999999999
UFC Fight Night,carlos condit,martin kampmann,Red,Welterweight,0,Men,KO/TKO,4,5,54,Herb Dean,1,100,235,0.42,147,282,0.52,0,2,0.0,2,1,76,32,14,39.0,187.96,77.11,190.5,Orthodox,3.66,2.67,0.39,0.46,0.55,0.38,1.0,0.59,0,35,97,0.36,43,108,0.4,6,15,0.4,0,0,323,20,7,41.0,182.88,77.11,182.88,Orthodox,3.22,3.28,0.42,0.41,0.62,0.78,2.0,1.86,1,65,138,0.06,104,174,0.12,-6,-13,-0.4,2,1,-247,12,7,-2.0,5.0800000000000125,0.0,7.620000000000003,0.4399999999999999,-0.61,-0.03,0.05,-0.07,-0.4,-1.0,-1.27
UFC Fight Night,martin kampmann,carlos condit,Red,Welterweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,26,61,0.42,52,91,0.57,5,5,1.0,6,2,468,20,7,41.0,182.88,77.11,182.88,Orthodox,3.22,3.28,0.42,0.41,0.62,0.78,2.0,1.86,0,35,86,0.4,71,124,0.57,3,4,0.75,3,0,190,32,14,39.0,187.96,77.11,190.5,Orthodox,3.66,2.67,0.39,0.46,0.55,0.38,1.0,0.59,0,-9,-25,0.0199999999999999,-19,-33,0.0,2,1,0.25,3,2,278,-12,-7,2.0,-5.08,0.0,-7.62,-0.44,0.6099999999999999,0.03,-0.05,0.07,0.4,1.0,1.27
UFC 147,wanderlei silva,rich franklin,Blue,Catch Weight,0,Men,Decision - Unanimous,5,5,300,Mario Yamasaki,1,58,187,0.31,80,213,0.38,0,0,0.0,0,0,39,35,13,47.0,180.34,92.99,187.96,Orthodox,2.79,2.19,0.4,0.53,0.6,0.62,0.6,0.97,0,122,336,0.36,126,342,0.37,1,2,0.5,0,0,47,29,7,49.0,185.42,83.91,193.04,Southpaw,4.1,2.07,0.44,0.66,0.62,0.63,0.7,1.31,1,-64,-149,-0.05,-46,-129,0.01,-1,-2,-0.5,0,0,-8,6,6,-2.0,-5.08,9.079999999999998,-5.08,-1.31,0.1200000000000001,-0.04,-0.13,-0.02,-0.01,-0.1,-0.34
UFC 99,rich franklin,wanderlei silva,Red,Catch Weight,0,Men,Decision - Unanimous,3,3,300,Mario Yamasaki,0,52,150,0.34,67,167,0.4,1,2,0.5,0,0,78,29,7,49.0,185.42,83.91,193.04,Southpaw,4.1,2.07,0.44,0.66,0.62,0.63,0.7,1.31,0,38,137,0.27,55,157,0.35,1,1,1.0,0,0,92,35,13,47.0,180.34,92.99,187.96,Orthodox,2.79,2.19,0.4,0.53,0.6,0.62,0.6,0.97,0,14,13,0.07,12,10,0.05,0,1,-0.5,0,0,-14,-6,-6,2.0,5.079999999999984,-9.08,5.079999999999984,1.3099999999999996,-0.12,0.04,0.13,0.02,0.01,0.1,0.3400000000000001
UFC 148,anderson silva,chael sonnen,Red,UFC Middleweight Title,1,Men,KO/TKO,2,5,115,Yves Lavigne,1,15,30,0.5,16,31,0.52,0,0,0.0,0,0,19,34,11,48.0,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,0,22,36,0.61,87,105,0.83,1,4,0.25,0,0,354,29,15,46.0,185.42,92.99,185.42,Southpaw,3.08,1.1,0.43,0.59,0.62,0.66,0.4,3.81,1,-7,-6,-0.11,-71,-74,-0.31,-1,-4,-0.25,0,0,-335,5,-4,2.0,2.5400000000000205,-9.08,10.160000000000023,-0.03,0.9499999999999996,0.18,0.18,-0.02,0.0299999999999999,0.4,-3.31
UFC 117,anderson silva,chael sonnen,Red,UFC Middleweight Title,1,Men,Submission,5,5,190,Josh Rosenthal,0,29,57,0.5,64,95,0.67,1,1,1.0,3,0,29,34,11,48.0,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,0,89,168,0.52,320,434,0.74,3,7,0.42,1,1,1193,29,15,46.0,185.42,92.99,185.42,Southpaw,3.08,1.1,0.43,0.59,0.62,0.66,0.4,3.81,0,-60,-111,-0.02,-256,-339,-0.07,-2,-6,0.5800000000000001,2,-1,-1164,5,-4,2.0,2.5400000000000205,-9.08,10.160000000000023,-0.03,0.9499999999999996,0.18,0.18,-0.02,0.0299999999999999,0.4,-3.31
UFC Fight Night,anderson silva,michael bisping,Blue,Middleweight,0,Men,Decision - Unanimous,5,5,300,Herb Dean,1,75,135,0.55,75,135,0.56,0,0,0.0,0,0,5,34,11,48.0,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,1,108,316,0.34,112,320,0.35,0,1,0.0,0,0,44,30,9,45.0,185.42,83.91,190.5,Orthodox,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,0,-33,-181,0.21,-37,-185,0.21,0,-1,0.0,0,0,-39,4,2,3.0,2.5400000000000205,0.0,5.0800000000000125,-1.28,-0.66,0.2299999999999999,0.34,-0.05,0.06,0.5,-0.55
UFC 110,wanderlei silva,michael bisping,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Josh Rosenthal,1,42,165,0.25,47,171,0.27,1,1,1.0,1,0,61,35,13,47.0,180.34,92.99,187.96,Orthodox,2.79,2.19,0.4,0.53,0.6,0.62,0.6,0.97,0,32,137,0.23,38,144,0.26,5,9,0.55,0,0,43,30,9,45.0,185.42,83.91,190.5,Orthodox,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,1,10,28,0.02,9,27,0.01,-4,-8,0.4499999999999999,1,0,18,5,4,2.0,-5.08,9.079999999999998,-2.54,-1.54,-0.52,0.02,0.1,-0.05,-0.01,0.3,-0.08
UFC 297,raquel pennington,mayra bueno silva,Red,UFC Women's Bantamweight Title,1,Women,Decision - Unanimous,5,5,300,Jerin Valel,0,134,201,0.66,265,342,0.77,1,3,0.33,2,2,688,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,69,88,0.78,96,118,0.81,3,9,0.33,3,0,538,10,3,32.0,167.64,61.23,167.64,Orthodox,3.84,4.86,0.57,0.38,0.53,0.68,1.6,0.68,0,65,113,-0.12,169,224,-0.04,-2,-6,0.0,-1,2,150,6,6,3.0,2.5400000000000205,0.0,2.5400000000000205,0.2999999999999998,-1.57,-0.05,-0.11,0.07,-0.05,-0.9,0.2199999999999999
UFC 285,jessica penne,tabatha ricci,Blue,Women's Strawweight,0,Women,Submission,2,3,134,Jason Herzog,0,6,25,0.24,19,44,0.43,0,1,0.0,0,0,0,14,8,41.0,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,36,54,0.66,81,109,0.74,4,5,0.8,1,0,314,9,2,29.0,154.94,52.16,154.94,Orthodox,4.41,4.86,0.37,0.41,0.59,0.71,0.2,3.39,0,-30,-29,-0.42,-62,-65,-0.31,-4,-4,-0.8,-1,0,-314,5,6,12.0,10.159999999999997,0.0,15.240000000000007,-1.89,-0.11,-0.06,-0.2,-0.13,-0.35,0.3999999999999999,-2.07
UFC Fight Night,ketlen vieira,raquel pennington,Blue,Women's Bantamweight,0,Women,Decision - Split,3,3,300,Chris Tognoni,0,64,152,0.42,138,230,0.6,0,0,0.0,0,0,285,14,3,32.0,172.72,61.23,172.72,Orthodox,3.04,3.92,0.41,0.44,0.51,0.92,0.6,1.51,0,81,159,0.5,104,184,0.57,0,2,0.0,0,0,78,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,-17,-7,-0.08,34,46,0.03,0,-2,0.0,0,0,207,-2,-6,-3.0,2.539999999999992,0.0,2.539999999999992,-1.1,0.6299999999999999,-0.11,0.1699999999999999,-0.09,0.29,-0.1,0.61
UFC Fight Night,jessica penne,emily ducote,Blue,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Jacob Montalvo,0,63,244,0.25,68,249,0.27,0,8,0.0,0,0,0,14,8,41.0,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,116,205,0.56,117,206,0.57,0,0,0.0,0,0,0,13,8,30.0,157.48,52.16,160.02,Orthodox,6.93,7.98,0.48,0.14,0.56,0.92,0.0,0.25,0,-53,39,-0.31,-49,43,-0.3,0,8,0.0,0,0,0,1,0,11.0,7.620000000000003,0.0,10.159999999999997,-4.41,-3.23,-0.17,0.07,-0.1,-0.56,0.6,1.07
UFC Fight Night,raquel pennington,macy chiasson,Red,Women's Featherweight,0,Women,Submission,2,3,187,Jason Herzog,0,45,79,0.56,61,95,0.64,0,0,0.0,1,0,69,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,26,86,0.3,64,126,0.51,1,2,0.5,0,0,78,10,3,32.0,180.34,61.23,182.88,Orthodox,3.53,2.53,0.44,0.37,0.46,0.62,0.5,2.38,0,19,-7,0.26,-3,-31,0.13,-1,-2,-0.5,1,0,-9,6,6,3.0,-10.16,0.0,-12.7,0.6099999999999999,0.7600000000000002,0.08,-0.1,0.1399999999999999,0.01,0.1999999999999999,-1.48
UFC Fight Night,pannie kianzad,raquel pennington,Blue,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Mark Smith,0,50,98,0.51,85,144,0.59,1,2,0.5,0,0,334,17,8,32.0,170.18,61.23,167.64,Orthodox,4.74,3.67,0.49,0.33,0.53,0.66,0.1,0.46,0,48,79,0.6,98,144,0.68,1,3,0.33,0,0,376,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,2,19,-0.09,-13,0,-0.09,0,-1,0.1699999999999999,0,0,-42,1,-1,-3.0,0.0,0.0,-2.54,0.6000000000000005,0.3799999999999999,-0.03,0.06,-0.07,0.03,-0.6,-0.44
UFC 265,karolina kowalkiewicz,jessica penne,Blue,Women's Strawweight,0,Women,Submission,1,3,272,Mike Beltran,0,8,12,0.66,28,36,0.78,1,1,1.0,0,0,26,16,7,38.0,160.02,52.16,162.56,Orthodox,5.92,5.55,0.43,0.26,0.59,0.74,0.2,0.36,0,12,19,0.63,21,30,0.7,1,1,1.0,1,0,193,14,8,41.0,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,-4,-7,0.03,7,6,0.08,0,0,0.0,-1,0,-167,2,-1,-3.0,-5.08,0.0,-7.62,3.4,0.7999999999999998,0.12,0.05,0.1299999999999999,0.38,-0.4,-0.96
UFC Fight Night,jessica penne,loopy godinez,Red,Women's Strawweight,0,Women,Decision - Split,3,3,300,Chris Tognoni,0,31,87,0.35,98,158,0.62,1,7,0.14,0,0,270,14,8,41.0,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,40,74,0.54,68,106,0.64,3,9,0.33,0,0,250,12,3,30.0,157.48,52.16,154.94,Orthodox,4.31,3.76,0.49,0.46,0.62,0.86,1.1,3.39,0,-9,13,-0.19,30,52,-0.02,-2,-2,-0.19,0,0,20,2,5,11.0,7.620000000000003,0.0,15.240000000000007,-1.79,0.9900000000000002,-0.18,-0.25,-0.16,-0.5,-0.5,-2.07
UFC Fight Night,raquel pennington,marion reneau,Red,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Mark Smith,0,107,154,0.69,118,165,0.72,1,2,0.5,0,1,329,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,46,117,0.39,81,154,0.53,2,4,0.5,0,0,228,9,8,46.0,167.64,61.23,172.72,Orthodox,3.2,3.52,0.41,0.63,0.59,0.5,0.8,0.62,0,61,37,0.2999999999999999,37,11,0.1899999999999999,-1,-2,0.0,0,1,101,7,1,-11.0,2.5400000000000205,0.0,-2.54,0.9399999999999996,-0.23,0.11,-0.36,0.01,0.13,-0.1,0.28
UFC Fight Night,raquel pennington,irene aldana,Red,Women's Bantamweight,0,Women,Decision - Split,3,3,300,Frank Collazo,0,47,137,0.34,86,181,0.48,1,6,0.16,0,0,328,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,52,184,0.28,75,208,0.36,0,0,0.0,0,0,2,15,7,36.0,175.26,61.23,172.72,Orthodox,5.24,6.33,0.4,0.5,0.57,0.76,0.2,0.16,0,-5,-47,0.06,11,-27,0.12,1,6,0.16,0,0,326,1,2,-1.0,-5.08,0.0,-2.54,-1.1,-3.04,0.12,-0.23,0.03,-0.13,0.4999999999999999,0.74
UFC 237,bj penn,clay guida,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,64,177,0.36,74,188,0.39,0,0,0.0,0,0,0,16,14,45.0,175.26,70.31,177.8,Orthodox,2.76,3.2,0.48,0.55,0.56,0.74,0.5,1.19,0,80,208,0.38,113,242,0.47,1,2,0.5,0,0,242,38,21,42.0,170.18,70.31,177.8,Orthodox,2.64,3.01,0.33,0.36,0.61,0.67,0.6,3.13,0,-16,-31,-0.02,-39,-54,-0.08,-1,-2,-0.5,0,0,-242,-22,-7,3.0,5.079999999999984,0.0,0.0,0.1199999999999996,0.1900000000000004,0.1499999999999999,0.19,-0.05,0.07,-0.1,-1.94
UFC Fight Night,raquel pennington,germaine de randamie,Blue,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Kevin MacDonald,0,24,84,0.28,52,130,0.4,0,8,0.0,0,0,365,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,42,107,0.39,91,159,0.57,0,0,0.0,0,0,66,10,4,39.0,175.26,61.23,180.34,Orthodox,2.72,2.14,0.46,0.0,0.65,0.69,0.4,0.0,0,-18,-23,-0.11,-39,-29,-0.17,0,8,0.0,0,0,299,6,5,-4.0,-5.08,0.0,-10.16,1.4199999999999997,1.15,0.06,0.27,-0.05,-0.06,0.2999999999999999,0.9
UFC Fight Night,bj penn,dennis siver,Blue,Featherweight,0,Men,Decision - Majority,3,3,300,Kevin MacDonald,1,57,107,0.53,65,116,0.56,0,0,0.0,0,0,121,16,14,45.0,175.26,70.31,177.8,Orthodox,2.76,3.2,0.48,0.55,0.56,0.74,0.5,1.19,0,103,280,0.36,120,300,0.4,0,1,0.0,0,0,11,23,11,45.0,167.64,65.77,177.8,Orthodox,3.87,2.67,0.32,0.32,0.65,0.65,0.3,0.87,1,-46,-173,0.17,-55,-184,0.16,0,-1,0.0,0,0,110,-7,3,0.0,7.620000000000003,4.540000000000006,0.0,-1.11,0.5300000000000002,0.1599999999999999,0.23,-0.09,0.09,0.2,0.3199999999999999
UFC Fight Night,jessica penne,danielle taylor,Blue,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,John McCarthy,0,69,178,0.38,71,181,0.39,1,2,0.5,0,0,29,14,8,41.0,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,72,176,0.4,76,182,0.42,0,0,0.0,0,0,0,9,4,34.0,152.4,52.16,152.4,Orthodox,2.75,3.31,0.29,0.2,0.71,0.7,0.2,0.2,0,-3,2,-0.02,-5,-1,-0.03,1,2,0.5,0,0,29,5,4,7.0,12.699999999999989,0.0,17.78,-0.23,1.44,0.02,0.01,-0.25,-0.34,0.3999999999999999,1.12
UFC Fight Night,yair rodriguez,bj penn,Red,Featherweight,0,Men,KO/TKO,2,5,24,John McCarthy,1,55,111,0.49,56,113,0.5,0,0,0.0,0,0,19,16,5,31.0,180.34,65.77,180.34,Orthodox,4.65,3.99,0.46,0.27,0.52,0.58,0.7,0.69,0,4,22,0.18,7,27,0.26,0,0,0.0,0,0,22,16,14,45.0,175.26,70.31,177.8,Orthodox,2.76,3.2,0.48,0.55,0.56,0.74,0.5,1.19,1,51,89,0.31,49,86,0.24,0,0,0.0,0,0,-3,0,-9,-14.0,5.0800000000000125,-4.54,2.539999999999992,1.8900000000000008,0.79,-0.02,-0.28,-0.04,-0.16,0.1999999999999999,-0.5
UFC 205,miesha tate,raquel pennington,Blue,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Dan Miragliotta,0,21,65,0.32,48,93,0.52,1,5,0.2,0,0,267,20,9,37.0,167.64,61.23,165.1,Orthodox,2.62,2.98,0.45,0.31,0.51,0.55,1.3,2.02,0,43,77,0.55,111,156,0.71,1,1,1.0,3,0,407,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,-22,-12,-0.23,-63,-63,-0.19,0,4,-0.8,-3,0,-140,4,0,2.0,-2.54,0.0,-5.08,-1.52,-0.31,-0.07,0.04,-0.09,-0.08,0.6000000000000001,1.12
UFC 202,raquel pennington,elizabeth phillips,Red,Women's Bantamweight,0,Women,Decision - Unanimous,3,3,300,Herb Dean,0,33,50,0.66,81,102,0.79,3,5,0.6,1,0,305,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,15,34,0.44,34,58,0.59,1,5,0.2,0,1,399,6,6,37.0,167.64,61.23,165.1,Orthodox,2.6,3.07,0.33,0.25,0.58,0.53,0.2,0.75,0,18,16,0.22,47,44,0.2,2,0,0.3999999999999999,1,-1,-94,10,3,-2.0,2.5400000000000205,0.0,5.0800000000000125,1.5399999999999996,0.2200000000000002,0.19,0.02,0.02,0.1,0.4999999999999999,0.15
UFC 199,jessica penne,jessica andrade,Blue,Women's Strawweight,0,Women,KO/TKO,2,3,176,Jason Herzog,0,27,91,0.29,28,92,0.3,0,6,0.0,0,0,0,14,8,41.0,165.1,52.16,170.18,Orthodox,2.52,4.75,0.31,0.21,0.46,0.36,0.6,1.32,0,117,205,0.57,118,206,0.57,0,0,0.0,0,0,32,25,12,32.0,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,-90,-114,-0.28,-90,-114,-0.27,0,6,0.0,0,0,-32,-11,-4,9.0,10.159999999999997,0.0,12.700000000000015,-4.15,-0.61,-0.19,-0.33,-0.08,-0.36,0.1999999999999999,-1.13
UFC on FOX,bethe correia,raquel pennington,Blue,Women's Bantamweight,0,Women,Decision - Split,3,3,300,James Warring,0,66,171,0.38,99,209,0.47,0,1,0.0,0,0,125,11,6,40.0,165.1,61.23,162.56,Orthodox,4.37,4.93,0.43,0.18,0.56,0.85,0.0,0.39,0,75,130,0.57,84,139,0.6,0,4,0.0,0,0,63,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,-9,41,-0.19,15,70,-0.13,0,-3,0.0,0,0,62,-5,-3,5.0,-5.08,0.0,-7.62,0.2300000000000004,1.6399999999999997,-0.09,-0.09,-0.04,0.2199999999999999,-0.7,-0.51
UFC 191,jessica andrade,raquel pennington,Blue,Women's Bantamweight,0,Women,Submission,2,3,298,Herb Dean,0,41,66,0.62,59,87,0.68,4,5,0.8,1,0,208,25,12,32.0,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,41,68,0.6,66,96,0.69,2,2,1.0,1,0,184,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,0,-2,0.02,-7,-9,-0.01,2,3,-0.2,0,0,24,9,3,-3.0,-15.24,-9.07,-12.7,2.53,2.0700000000000003,-0.02,0.27,-0.06,0.09,-0.3,1.5500000000000005
